image,area_um2,perimeter_um,bbox_aspect_ratio,ellipse_major_um,ellipse_minor_um,ellipse_angle_deg,contraction_ratio,num_endpoints,num_branchpoints,length_um,straight_length_um,tortuosity,width_base_um,width_tip_um,width_max_um,curvature_mean_rad,curvature_max_rad,curvature_sum_rad,skeleton_length_um,skeleton_ratio,upper_curv_mean_rad,upper_curv_max_rad,upper_curv_sum_rad,lower_curv_mean_rad,lower_curv_max_rad,lower_curv_sum_rad,species
250528_CA_004,3038.907569,4.20665695,0.402721088,1.420930803,0.831638645,95.01802826,-3699.644068,102.0,444.0,6.721165523,5.969171602,1.125979612,29.34702817,29.74572698,30.52329515,0.594998613,1.570796327,19.63495423,142.1505925,21.14969375,0.881391272,2.35619449,317.300858,0.806066536,1.570796327,245.044227,C. annuum var. grossum
250528_CA_005,4412.677847,3.46173954,0.304232804,1.391229635,0.644475973,140.1256409,-7631.444444,130.0,401.0,16.65236074,15.90104166,1.047249676,9.809885843,16.74576411,16.95527433,0.342028244,0.785398163,21.20575111,191.4230068,11.49524742,0.894197909,3.141592654,413.1194339,0.799888904,1.570796327,216.7698931,C. annuum var. grossum
250528_CA_006,1553.326108,226.973626,0.419700214,138.5131761,26.98448204,163.5523529,0.163430652,43.0,226.0,6.036388359,5.581295316,1.081538965,23.9403598,22.64823507,24.53293613,0.581776418,0.785398163,15.70796329,94.72494144,15.69232061,0.840756624,1.570796327,190.8517537,0.861852852,1.570796327,194.7787445,C. annuum var. grossum
250528_CA_007,2355.371167,313.4647244,1.04587156,129.2252018,31.11543237,49.91917038,0.239709864,73.0,466.0,41.46441596,40.36203166,1.027312409,15.25040626,21.53118716,21.92203699,0.186365682,0.785398163,32.98672564,153.8992504,3.711598169,0.789147081,1.570796327,330.6526268,0.813118099,1.570796327,276.4601535,C. annuum var. grossum
250528_CA_008,5442.920513,524.7425124,0.897177419,213.5086391,41.59212255,45.53658676,0.229085369,120.0,371.0,16.53685651,16.44509595,1.005579813,21.06397244,22.71059564,23.28680152,0.0413367643,0.785398163,1.570797043,265.676937,16.06574604,0.892873702,1.570796327,339.2920066,0.794028912,1.570796327,216.7698931,C. annuum var. grossum
250528_CA_009,2030.238137,3.213101438,0.899777283,1.360841259,0.647016481,102.5660858,-3446.935484,77.0,298.0,21.92895414,20.68957146,1.059903738,17.97370096,24.52931634,25.22493343,0.334019919,0.785398163,29.05973299,135.6554717,6.186135044,0.841298389,1.570796327,236.4048472,0.803248122,1.570796327,176.7145868,C. annuum var. grossum
250528_CA_010,2076.470568,321.9296974,1.31377551,108.691005,35.64205816,51.48379135,0.310527511,132.0,353.0,9.068434173,8.491339013,1.067962798,12.92452031,14.01962668,14.10524311,0.434035834,0.785398163,16.49336168,161.7730481,17.83913794,0.851050641,1.570796327,274.8893572,0.869720052,3.141592654,283.528737,C. annuum var. grossum
250528_CA_011,2941.640061,364.6791533,1.354066986,137.0749972,39.6427553,53.00860214,0.26209563,107.0,406.0,10.47202712,9.736069064,1.075590883,17.17146355,19.07507728,19.19421228,0.523598779,0.785398163,20.4203524,178.5011574,17.04552093,0.804935431,3.141592654,323.5840433,0.829715301,3.141592654,264.6791811,C. annuum var. grossum
250528_CA_012,3787.389606,431.9856178,1.164345404,200.0663081,30.97733807,46.95140839,0.116731615,92.0,278.0,9.911448571,9.719732148,1.019724455,29.32432882,31.5234463,31.5234463,0.136591001,0.785398163,3.141593012,218.2960304,22.02463432,0.811909494,1.570796327,192.42255,0.858120216,1.570796327,185.3539666,C. annuum var. grossum
250528_CA_013,1879.895888,281.0775737,1.513043478,108.3976585,28.27465488,54.08088303,0.199759216,117.0,332.0,5.840892262,5.644646614,1.034766685,17.83844887,16.81848047,17.98805622,0.2617994,0.785398163,6.283185602,139.8254395,23.93905472,0.809463288,2.35619449,290.5973205,0.888900247,1.570796327,229.3362637,C. annuum var. grossum
250528_CA_014,3834.913166,436.7802442,0.593639576,148.4915729,52.3825027,152.8455353,0.3449646,106.0,335.0,19.2982239,16.83363667,1.146408485,26.78329239,29.51584361,29.74527575,0.471238899,1.570796327,30.63052846,208.2735767,10.79237021,0.806311132,1.570796327,272.5331627,0.857343033,1.570796327,224.6238747,C. annuum var. grossum
250528_CA_015,5800.9552,571.6099204,0.253269917,203.5620356,58.89844418,179.3851471,0.357420605,101.0,531.0,24.35870421,20.62414919,1.181076804,28.266716,30.11179924,30.37572861,0.640719555,1.570796327,48.69468619,283.5546875,11.64079522,0.814486984,1.570796327,351.8583772,0.821612488,1.570796327,285.0995333,C. annuum var. grossum
250528_CA_016,4898.657279,434.2571561,0.684536082,154.9470864,65.11640587,30.01639748,0.332602646,96.0,303.0,8.220892959,7.475296085,1.09974145,14.08518596,15.12897992,15.50049183,0.376991118,1.570796327,9.424777961,206.4125255,25.10828526,0.814389371,1.570796327,242.6880325,0.805198117,1.570796327,191.6371519,C. annuum var. grossum
250528_CA_017,2426.839104,322.1857373,1.048473968,116.36211,32.63289167,140.649826,0.223430618,150.0,398.0,14.69463362,14.30841691,1.026992274,19.50909815,22.63099612,22.81035099,0.188053097,0.785398163,13.35176987,165.9695513,11.29456886,0.805822229,1.570796327,340.8628029,0.884841342,1.570796327,342.4335992,C. annuum var. grossum
250528_CA_018,2191.372229,303.3182415,0.619256018,113.8796227,34.37913808,147.5072479,0.278761998,113.0,278.0,8.271135538,7.463075724,1.108274369,16.94780708,17.43281115,18.25551874,0.541653909,1.570796327,15.70796337,148.6779326,17.97551642,0.836806043,2.35619449,230.1216619,0.830709596,1.570796327,172.7875959,C. annuum var. grossum
250528_CA_019,6448.783858,572.7017511,0.633962264,226.4704169,52.12422297,154.9315186,0.329587712,90.0,377.0,24.68986457,20.6701635,1.19446876,38.95344588,43.62757651,44.08156714,0.628318533,1.570796327,34.55751929,287.9318306,11.66194451,0.855433668,1.570796327,268.6061719,0.814273096,1.570796327,221.4822821,C. annuum var. grossum
250528_CA_020,3672.139653,2.727050537,0.713580247,1.068474265,0.755525364,90.0,-7236.25,50.0,288.0,51.7170581,48.94939121,1.056541396,7.480174064,17.2792136,18.08841097,0.311329013,1.570796327,34.5575205,194.1061581,3.753232787,0.897597901,3.141592654,175.9291886,0.83064744,1.570796327,201.847328,C. annuum var. grossum
250528_CA_021,4921.97613,539.8658958,0.986111111,194.2010188,52.48632045,138.583725,0.359090103,85.0,389.0,14.33137058,13.40290448,1.0692735,20.18470335,8.592610095,20.30783584,0.594355371,0.785398163,21.99114872,279.2401074,19.4845361,0.811578102,1.570796327,267.8207737,0.845260828,2.35619449,277.2455517,C. annuum var. grossum
250528_CA_022,3168.976993,2.376647524,0.525462963,0.931184326,0.658446721,90.0,-8222.0,73.0,249.0,20.58721338,19.55733413,1.05265949,14.01367595,16.65198109,16.75361672,0.36249147,0.785398163,18.84955643,180.3393644,8.759775354,0.813077394,1.570796327,184.5685684,0.833483765,1.570796327,163.362818,C. annuum var. grossum
250528_CA_023,3474.491528,373.73622,0.720930233,163.1987262,38.94651054,152.2231903,0.23071785,88.0,295.0,26.86155372,24.00833774,1.118842712,29.0036095,32.73314342,34.90555819,0.520198785,1.570796327,40.05530644,182.0187124,6.776179602,0.798800862,1.570796327,234.0486527,0.785398163,0.785398163,176.7145868,C. annuum var. grossum
